,Name
2701, Frankfurt University of Applied Sciences
2702, Franklin and Marshall College
2703, Franklin College
2704, Franklin Pierce University
2705, Franklin University
2706, Franklin W. Olin College of Engineering
2707, Frederick University
2708, Free University of Tbilisi
2709, Freed-Hardeman University
2710, Freetown Polytechic
2711, Freie Theologische Hochschule Giessen
2712, Freie Universität Berlin
2713, Fresno Pacific University
2714, Friedrich-Alexander-Universität Erlangen-Nürnberg
2715, Friedrich-Schiller-Universität Jena
2716, Friends University
2717, Frostburg State University
2718, Fu Jen Catholic University
2719, Fudan University
2720, Fuji University
2721, Fuji Women's University
2722, Fujian Agriculture and Forestry University
2723, Fujian Business University
2724, Fujian Jiangxia University
2725, Fujian Medical University
2726, Fujian Normal University
2727, Fujian University of Technology
2728, Fujian University of Traditional Chinese Medicine
2729, Fujita Health University
2730, Fukui Prefectural University
2731, Fukui University of Technology
2732, Fukuoka Dental College
2733, Fukuoka Institute of Technology
2734, Fukuoka International University
2735, Fukuoka Jo Gakuin University
2736, Fukuoka Prefectural University
2737, Fukuoka University
2738, Fukuoka University of Education
2739, Fukuoka Women's University
2740, Fukushima College
2741, Fukushima Medical University
2742, Fukushima University
2743, Fukuyama Heisei University
2744, Fukuyama University
2745, Fundacion Centro Universitario de Bienestar Rural
2746, Fundacion de Estudios Superiores Monseñor Abraham Escudero Montoya
2747, Fundacion de Estudios Superiores Universitarios de Uraba Antonio Roldan Betancur
2748, Fundacion Escuela Colombiana de Mercadotecnia
2749, Fundacion Escuela Colombiana de Rehabilitacion
2750, Fundacion Escuela Tecnologica de Neiva Jesus Oviedo Perez
2751, Fundacion Universitaria Agraria de Colombia
2752, Fundacion Universitaria Autonoma de Las Americas
2753, Fundacion Universitaria Bellas Artes
2754, Fundacion Universitaria Cafam
2755, Fundacion Universitaria Catolica del Norte
2756, Fundacion Universitaria Catolica Lumen Gentium
2757, Fundacion Universitaria Ceipa
2758, Fundación Universitaria Cervantes San Agustín
2759, Fundacion Universitaria Claretiana
2760, Fundacion Universitaria Colombo Internacional
2761, Fundacion Universitaria Comfamiliar Risaralda
2762, Fundacion Universitaria Comfenalco Santander
2763, Fundacion Universitaria de Ciencias de La Salud
2764, Fundacion Universitaria de Popayan
2765, Fundacion Universitaria de San Gil
2766, Fundación Universitaria del Area Andina
2767, Fundacion Universitaria Empresarial de La Camara de Comercio de Bogota
2768, Fundacion Universitaria Horizonte
2769, Fundacion Universitaria Internacional de Colombia
2770, Fundacion Universitaria Internacional del Tropico Americano
2771, Fundacion Universitaria Juan de Castellanos
2772, Fundación Universitaria Juan N. Corpas
2773, Fundacion Universitaria Konrad Lorenz
2774, Fundacion Universitaria Luis G. Paez
2775, Fundacion Universitaria Maria Cano
2776, Fundacion Universitaria Monserrate
2777, Fundacion Universitaria Navarra
2778, Fundacion Universitaria Panamericana
2779, Fundacion Universitaria Para el Desarrollo Humano
2780, Fundacion Universitaria Salesiana
2781, Fundación Universitaria San Alfonso
2782, Fundación Universitaria San Martín
2783, Fundacion Universitaria San Mateo
2784, Fundacion Universitaria Sanitas
2785, Fundacion Universitaria Tecnologico Comfenalco - Cartagena
2786, Furman University
2787, Future University
2788, Future University Hakodate
2789, Future University in Egypt
2790, Fuyang Normal University
2791, Fuzhou Institute of Technology
2792, Fuzhou University
2793, G.H. Raisoni University
2794, G.L.S. University
2795, Gábor Dénes Foiskola
2796, Gaborone University College of Law and Professional Studies
2797, Gachon University
2798, Gaidar Institute for Economic Policy
2799, Gakushuin University
2800, Gakushuin Women's College
2801, Galatasaray Üniversitesi
2802, Galen University
2803, Galgotias University
2804, GALIK University
2805, Galilee International Management Institute
2806, Gallaudet University
2807, Galway-Mayo Institute of Technology
2808, Gambat Institute of Medical Sciences
2809, Gandhara University
2810, Gandhi Institute of Technology and Management
2811, Gandhigram Rural University
2812, Gangadhar Meher University
2813, Gangneung-Wonju National University
2814, Gannan Medical University
2815, Gannan Normal University
2816, Gannon University
2817, Ganpat University
2818, Gansu Agricultural University
2819, Gansu Institute of Political Science and Law
2820, Gansu Medical College
2821, Gansu Normal University for Nationalities
2822, Gansu University of Chinese Medicine
2823, Garden City University
2824, Garden City University College
2825, Gardner-Webb University
2826, Garissa University
2827, Gauhati University
2828, Gautam Buddha University
2829, Gavar State University
2830, Gawharshad Institute of Higher Education
2831, Gaza University
2832, Gazarchin University of Mongolia
2833, Gazi Üniversitesi
2834, Gaziantep Üniversitesi
2835, GD Goenka University
2836, Gdanski Uniwersytet Medyczny
2837, GEA College
2838, Gebze Teknik Üniversitesi
2839, Geetanjali University
2840, Gegee College
2841, Geisinger Commonwealth School of Medicine
2842, Gence Dövlet Universiteti
2843, Generolo Jono Žemaicio Lietuvos karo akademija
2844, Geneva College
2845, Georg-August-Universität Göttingen
2846, George Fox University
2847, George Mason University
2848, George Washington University
2849, Georgetown American University
2850, Georgetown College
2851, Georgetown University
2852, Georgetown University in Qatar
2853, Georgia College and State University
2854, Georgia Gwinnett College
2855, Georgia Institute of Technology
2856, Georgia Southern University
2857, Georgia Southwestern State University
2858, Georgia State University
2859, Georgian American University
2860, Georgian Aviation University
2861, Georgian Court University
2862, Georgian Institute of Public Affairs
2863, Georgian National Universty SEU
2864, Georgian State Teaching University of Physical Education and Sport
2865, Georgian Technical University
2866, German Graduate School of Management and Law
2867, German Jordanian University
2868, German University Bangladesh
2869, German University of Technology in Oman
2870, Gerrit Rietveld Academie
2871, Gettysburg College
2872, Geumgang University
2873, Ghalib University
2874, Ghana Baptist University College
2875, Ghana Christian University College
2876, Ghana Institute of Journalism
2877, Ghana Institute of Languages
2878, Ghana Institute of Management and Public Administration
2879, Ghana Technology University College
2880, Gharjistan University
2881, Ghazi Amanullah Khan Institute of Higher Education
2882, Ghazi University
2883, Ghazni University
2884, Ghulam Ishaq Khan Institute of Engineering Sciences and Technology
2885, Gideon Robert University
2886, GIET University
2887, GIFT University
2888, Gifu College of Nursing
2889, Gifu Kyoritsu University
2890, Gifu Pharmaceutical University
2891, Gifu Shotoku Gakuen University
2892, Gifu University
2893, Gifu University of Medical Science
2894, Gifu Women's University
2895, Gilan University of Medical Sciences
2896, Gimcheon University
2897, Giresun Üniversitesi
2898, Girne Amerikan Üniversitesi
2899, Girne Üniversitesi
2900, GLA University
2901, Glasgow Caledonian University
2902, Glenville State College
2903, Glion Institute of Higher Education
2904, Global College
2905, Global College of Engineering and Technology
2906, Global Leadership University
2907, Global University
2908, Global University Bangladesh
2909, Glocal University
2910, Glorious Vision University
2911, GNA University
2912, Goa University
2913, Goce Delcev University of Štip
2914, Goddard College
2915, Godfrey Okoye University
2916, God's Bible School and College
2917, Goethe-Universität Frankfurt am Main
2918, Gokhale Institute of Politics and Economics
2919, Golbahar University of Science and New Technology
2920, Golden Gate University
2921, Goldey-Beacom College
2922, Goldfarb School of Nursing at Barnes-Jewish College
2923," Goldsmiths, University of London"
2924, Golestan University
2925, Golestan University of Medical Sciences
2926, Golpayegan University of Technology
2927, Gomal University
2928, Gombe State University
2929, Gombe State University of Science and Technology
2930, Gomel State Medical University
2931, Gomel State University
2932, Gonabad University of Medical Sciences
2933, Gonbad Kavous University
2934, Gondwana University
2935, Gongju National University of Education
2936, Gono Bishwabidyalay
2937, Gonzaga University
2938, Good Samaritan College of Nursing and Health Science
2939, Goodwin University
2940, Gordon College
2941, Gordon State College
2942, Gorgan University of Agricultural Sciences and Natural Resources
2943, Gori State Teaching University
2944, Goris State University
2945, Gorno-Altaisk State University
2946, Górnoslaska Wyzsza Szkola Handlowa im. Wojciecha Korfantego w Katowicach
2947, Gorsky State Agrarian University
2948, Goshen College
2949, Göteborgs universitet
2950, Goucher College
2951," Government College for Women University, Sialkot"
2952," Government College University, Faisalabad"
2953," Government College University, Lahore"
2954," Government College Women University, Faisalabad"
2955, Governors State University
2956, Govind Ballabh Pant University of Agriculture and Technology
2957, Govind Guru Tribal University
2958, Grace Christian University
2959, Grace College
2960, Graceland University
2961, Graduate Institute for Entrepreneurial Studies
2962," Graduate School of Management, Globis University"
2963, Graduate School of the National Academy of Sciences of Belarus
2964, Graduate University of Advanced Technology
2965, Graiciuno aukštoji vadybos mokykla
2966, Grambling State University
2967, Grand Canyon University
2968, Grand Valley State University
2969, Grand View University
2970, Granite State College
2971, Graphic Era Hill University
2972, Graphic Era University
2973, Gratz College
2974, Great Basin College
2975, Great Lakes Christian College
2976, Great Lakes University of Kisumu
2977, Great Mongol Institute
2978, Great Zimbabwe University
2979, Green University of Bangladesh
2980, GreenHeart Medical University
2981, Greensboro College
2982, Greenville University
2983, Greenwich University
2984," Gregory University, Uturu"
2985, Grenoble École de Management
2986, Grenoble INP
2987, Gretsa University
2988, Griffith University
2989, Grigol Robakidze University
2990, Grigor Lusavorich University of Echmiadzin
2991, Grinnell College
2992, Grodno State Agrarian University
2993, Grodno State Medical University
2994, Groupe ISA
2995, Grove City College
2996, GSFC University
2997, Guagua National Colleges
2998, Guang Dong Polytechnic College
2999, Guangdong Baiyun University
3000, Guangdong Medical University
3001, Guangdong Ocean University
3002, Guangdong Peizheng College
3003, Guangdong Pharmaceutical University
3004, Guangdong Polytechnic Normal University
3005, Guangdong Technion Israel Institute of Technology
3006, Guangdong University of Education
3007, Guangdong University of Finance
3008, Guangdong University of Finance and Economics
3009, Guangdong University of Foreign Studies
3010, Guangdong University of Petrochemical Technology
3011, Guangdong University of Science and Technology
3012, Guangdong University of Technology
3013, Guangxi Arts University
3014, Guangxi Medical University
3015, Guangxi Normal University
3016, Guangxi Normal University for Nationalities
3017, Guangxi Science and Technology Normal University
3018, Guangxi Teachers Education University
3019, Guangxi University
3020, Guangxi University for Nationalities
3021, Guangxi University of Chinese Medicine
3022, Guangxi University of Finance and Economics
3023, Guangxi University of Foreign Languages
3024, Guangxi University of Science and Technology
3025, Guangzhou Academy of Fine Arts
3026, Guangzhou College of Commerce
